0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.4173339,-0.73758006,1.5569192,-1.3445921,-0.27968436,0.4833279,-0.2178468,0.84464324,-1.1505294,0.7640137,0.9157884,-0.32688865,-1.4738537,0.9928612,-0.40327132,-0.77485114,0.16393973,-1.0813535,-0.024620246,-1.2002784,0.59972703,0.4507343,-0.098496504,-0.60433775,-0.041594114,0.8459061,-0.48968536,0.45710137,1.5023341,-0.49282157,0.5017633
0.3604815,-0.88873136,1.8205979,-1.2371011,-0.34005448,0.46219164,-0.07956016,0.88727576,-1.3743317,0.43603072,0.51178575,-0.31469795,-1.5326205,0.77588457,-0.38733405,-1.2490034,0.3664323,-0.9947996,0.28781295,-1.0827878,0.46185502,0.3777795,-0.022585992,-0.4791614,-0.40186325,0.6653464,-0.54847234,0.10734509,1.166528,-0.34509894,0.20477945
0.3805228,-0.8530097,1.8256937,-1.449054,-0.2352173,0.5534874,-0.31788364,0.80865806,-1.2921984,0.2665145,0.39377972,-0.17720257,-1.4540511,0.9743529,-0.22863811,-1.2695707,0.21866906,-1.1115538,0.14452334,-1.1510034,0.4984101,0.4590615,-0.11391043,-0.5130924,-0.40721038,0.9092003,-0.3646598,-0.103486896,1.0698109,-0.47263652,0.6407475
0.36899394,-0.9090273,1.6775188,-1.3116084,-0.39930752,0.5994062,-0.41739318,0.6570945,-1.4152492,0.4478393,0.53422034,-0.20595583,-1.2069576,1.2118472,0.08212391,-1.1789098,0.2516176,-1.0219263,0.02788611,-1.3956223,0.19855441,0.53513926,0.26695678,-0.50048596,-0.43206802,0.71268183,-0.32896364,-0.23999436,1.2897385,-0.52712506,0.6165734
0.32903978,-0.8213112,1.719735,-1.3504965,-0.5406297,0.52639854,-0.36218795,0.7054134,-1.3230836,0.728916,0.8276501,-0.16931409,-1.2881076,1.1531109,-0.19291016,-0.8665418,0.20758271,-0.9455796,-0.030711269,-1.327521,0.36177954,0.46837264,-0.012023003,-0.85188055,-0.20152305,0.66778713,-0.47224107,0.24504945,1.543814,-0.6686675,0.4861972
0.47864255,-0.90898675,1.7322553,-1.3539906,-0.49361494,0.511383,-0.4357646,0.5360678,-1.3826319,0.69537145,0.9310968,-0.12608272,-1.2349904,1.0805703,-0.2610567,-0.8239955,0.20862831,-1.0131274,-0.107955806,-1.1269814,0.68882656,0.55013776,-0.00877194,-0.87166125,-0.096253596,0.72622085,-0.5045478,0.34856024,1.5095732,-0.66862744,0.6508601
0.45146322,-0.8233096,1.6863326,-1.3117759,-0.42196193,0.60431623,-0.35718724,0.5690094,-1.3216985,0.7259511,0.9543991,-0.24503061,-1.3484116,1.1301112,-0.28876683,-0.77013487,0.18965675,-1.0394286,-0.12262001,-1.1104597,0.6090039,0.49092776,-0.08895556,-0.89213675,-0.111494884,0.81547797,-0.5084719,0.4397716,1.4664943,-0.67171216,0.59665
0.3296484,-0.884518,1.8210571,-1.3514097,-0.5520935,0.48187643,-0.21853672,0.67975,-1.3718898,0.46870425,0.50699836,-0.22253664,-1.4545208,1.0030373,-0.12307055,-1.0632542,0.35355255,-0.8339233,0.10890257,-1.4570202,0.3825751,0.4233169,0.033924457,-0.5185039,-0.4844773,0.71846557,-0.5382138,0.025716806,1.1718904,-0.5609958,0.45561513
0.39549172,-0.75698525,1.718721,-1.4403337,-0.38611236,0.5806782,-0.21625622,0.7494116,-1.2386211,0.60521203,0.5633466,-0.31557277,-1.4615353,1.1427764,-0.23538476,-0.92769074,0.21066643,-0.8260094,-0.07550134,-1.2772328,0.3995886,0.36572763,-0.1448981,-0.7182687,-0.43788245,0.76712257,-0.44100624,0.025031243,1.2989339,-0.60261315,0.53053075
0.40249667,-0.94111985,1.8019053,-1.1514125,-0.47509348,0.47321883,-0.33514422,0.62836504,-1.4464163,0.6990714,0.7688831,-0.10742362,-1.312732,1.1030917,-0.30122548,-0.98978686,0.3708551,-0.96523434,0.04652193,-1.3081068,0.4986595,0.39667636,0.034631543,-0.4977704,-0.3663229,0.45017788,-0.27370355,0.2512458,1.335472,-0.4308281,0.3253915
0.40545523,-0.867528,1.745502,-1.292059,-0.5082465,0.5834302,-0.1968084,0.5882167,-1.229713,0.66742396,0.92625487,-0.25291294,-1.4710478,1.0572017,-0.43116906,-0.8002022,0.33786806,-0.8486186,0.06015494,-1.2035413,0.47578415,0.4224389,0.07937461,-0.6706338,-0.36112472,0.6557323,-0.6251895,0.49621892,1.193261,-0.5436485,0.41285196
0.41409516,-0.9349931,1.7459066,-1.271097,-0.5131617,0.52967244,-0.36580575,0.5355265,-1.4519596,0.6663889,0.7021879,-0.16982414,-1.2860568,1.1077363,-0.12833168,-0.8325773,0.17099147,-1.0248832,-0.09395705,-1.255281,0.61659604,0.48262683,-0.062473122,-0.71404546,-0.10834093,0.74648285,-0.51767236,0.19985451,1.499131,-0.6666264,0.61565435
0.359028,-1.1127213,1.8272393,-1.3070296,-0.41049308,0.68126726,-0.11917078,0.52796364,-1.4596405,0.41240785,0.44524917,-0.2598524,-1.1967611,1.077012,-0.34236664,-1.1107143,0.33551595,-1.036478,0.112049766,-1.1534019,0.4984086,0.19498304,0.08619963,-0.5086431,-0.4714026,0.79286575,-0.1473903,0.09731107,0.979449,-0.49290773,0.45608836
0.19515824,-0.8879727,1.8933433,-1.2035412,-0.22500734,0.6918725,-0.5650352,0.43902212,-1.5634465,0.47068113,0.60769147,-0.018228244,-1.2318906,1.3198041,0.032957837,-1.1789975,0.07531151,-1.2039782,-0.041136004,-1.3216267,0.14793198,0.49254897,0.25729725,-0.61439717,-0.62297666,0.81914645,-0.14946938,-0.2045948,1.2462528,-0.37772703,0.44354087
0.5651819,-1.1973641,1.7367694,-1.373143,0.1353939,0.8664708,0.29620984,-0.41605592,-1.5680795,0.6440622,1.308043,-0.36616963,-1.3280572,0.7583029,-1.0872663,-0.8777538,0.51832116,-0.71863,-0.097729854,-0.91291845,0.41012222,0.07150552,0.23247856,-0.45951438,-0.8227263,0.39456055,0.0344979,-0.03516468,0.5175676,-0.22581097,0.040504154
0.10616984,-1.1485555,1.7152501,-1.1111621,-0.024784463,0.80047435,0.53601265,-0.13391383,-1.4969956,0.57043225,0.67453814,-0.7662786,-1.4271425,0.694975,-0.8295053,-1.0737282,0.3518082,-1.084794,0.062508315,-1.1004668,0.6308045,-0.06806923,0.16651553,-0.30152452,-0.56749946,1.0226083,-0.041416988,-0.03705858,0.5868203,-0.1844397,-0.05370711
0.16782287,-1.1511253,1.7921023,-1.3836944,0.18545884,0.8588881,0.66441685,-0.35341164,-1.6083561,0.37824813,0.67124575,-0.3752351,-1.4109498,0.45574567,-1.0047452,-1.1737795,0.33837008,-0.9580619,0.034798305,-0.7860404,0.46580216,-0.115401536,-0.15030386,-0.28956383,-0.5985261,1.040277,-0.167142,-0.032823574,0.4430642,-0.32290483,0.26487306
0.2652685,-1.1430398,1.6790558,-1.231345,0.20286797,0.58899564,0.68456095,-0.28860205,-1.5109797,0.38625082,0.92922777,-0.52220744,-1.4288807,0.41658854,-0.8611797,-1.2364223,0.4902967,-0.81121254,0.082797386,-1.0940323,0.3305175,0.08115858,0.29249385,-0.10657223,-0.5075344,1.1380876,-0.6521092,-0.037894767,0.5576348,-0.21122281,0.21205474
0.42975873,-1.2245957,1.7723008,-1.4543256,-0.23267888,0.83527404,0.52067,-0.1080699,-1.6119342,0.60925794,0.9665804,-0.4197617,-1.4440463,0.619306,-0.9613594,-1.028303,0.74304026,-0.4818096,0.08711273,-1.048725,0.17520572,-0.07714219,-0.011638389,-0.4318885,-0.81710404,0.21081112,-0.16854565,0.24582227,0.68783265,-0.5308193,0.07038846
